ID,NAME,LAT,LNG,DESCRIPTION,IMAGE,USER
1614,Place1614,34.24866,-123.74759,Description1614,10,72
1615,Place1615,9.59499,55.24872,Description1615,10,72
1616,Place1616,-32.19921,-170.50248,Description1616,5,72
1617,Place1617,-32.34965,132.0858,Description1617,10,72
1618,Place1618,-21.56796,-85.37143,Description1618,10,72
1619,Place1619,-57.97448,163.02917,Description1619,5,73
1620,Place1620,13.13706,95.27691,Description1620,,73
1621,Place1621,-41.82355,46.04324,Description1621,10,73
1622,Place1622,-39.94197,0.73555,Description1622,5,73
1623,Place1623,11.91736,64.24505,Description1623,,74
1624,Place1624,-32.52412,104.97859,Description1624,9,74
1625,Place1625,28.85513,47.26737,Description1625,6,75
1626,Place1626,-25.19233,-124.324,Description1626,9,75
1627,Place1627,-21.3897,151.98846,Description1627,9,75
1628,Place1628,-81.65111,-148.27914,Description1628,5,75
1629,Place1629,35.52204,47.42133,Description1629,5,75
1630,Place1630,-27.12963,-90.26254,Description1630,6,75
1631,Place1631,-38.69956,84.1726,Description1631,10,75
1632,Place1632,-29.28788,156.79307,Description1632,6,75
1633,Place1633,-40.83592,-67.03227,Description1633,5,75
1634,Place1634,67.52168,-163.88171,Description1634,6,75
1635,Place1635,83.60967,-168.14931,Description1635,9,75
1636,Place1636,-48.10604,-160.30291,Description1636,6,75
1637,Place1637,-68.10512,-149.02478,Description1637,6,75
1638,Place1638,-26.40128,82.54217,Description1638,10,75
1639,Place1639,2.4121,-83.04327,Description1639,,75
1640,Place1640,-73.16111,130.09783,Description1640,5,75
1641,Place1641,-8.58367,165.31618,Description1641,6,75
1642,Place1642,18.6877,84.87971,Description1642,5,75
1643,Place1643,-26.22685,-9.12285,Description1643,5,75
1644,Place1644,73.44112,-109.25404,Description1644,6,75
1645,Place1645,-42.5482,-91.86107,Description1645,9,75
1646,Place1646,-21.41759,122.99126,Description1646,9,75
1647,Place1647,59.11209,-116.6437,Description1647,10,75
1648,Place1648,-28.17182,-17.52194,Description1648,,75
1649,Place1649,-30.12249,29.76629,Description1649,,75
1650,Place1650,-71.1638,-32.50832,Description1650,5,75
1651,Place1651,59.22553,-107.60852,Description1651,5,75
1652,Place1652,28.14598,-119.33024,Description1652,,75
1653,Place1653,58.07641,106.15774,Description1653,,75
1654,Place1654,-38.13726,156.201,Description1654,6,75
1655,Place1655,-15.2874,-71.6961,Description1655,,75
1656,Place1656,-55.23154,-44.82137,Description1656,9,75
1657,Place1657,-22.71446,-142.81631,Description1657,,75
1658,Place1658,15.0983,43.61373,Description1658,9,75
1659,Place1659,22.36478,-104.78227,Description1659,6,75
1660,Place1660,37.06321,-15.80605,Description1660,6,75
1661,Place1661,-68.46253,-150.55273,Description1661,6,75
1662,Place1662,10.48004,156.87197,Description1662,10,75
1663,Place1663,44.91385,-51.58824,Description1663,6,75
1664,Place1664,-4.28973,73.70807,Description1664,5,76
1665,Place1665,4.37727,157.43145,Description1665,,76
1666,Place1666,5.62865,120.02905,Description1666,10,76
1667,Place1667,-18.9125,-116.83636,Description1667,5,76
1668,Place1668,-21.04583,58.91207,Description1668,9,76
1669,Place1669,14.75428,-125.22467,Description1669,,76
1670,Place1670,53.63253,-160.48636,Description1670,,76
1671,Place1671,-2.02495,-78.54956,Description1671,10,76
1672,Place1672,76.35641,149.29282,Description1672,6,76
1673,Place1673,-18.68786,170.9309,Description1673,5,76
1674,Place1674,-39.32988,15.75258,Description1674,10,76
1675,Place1675,-25.73948,117.14416,Description1675,6,76
1676,Place1676,37.96985,-97.90731,Description1676,9,76
1677,Place1677,3.92175,4.11124,Description1677,9,76
1678,Place1678,-36.4478,127.17803,Description1678,5,76
1679,Place1679,-63.63204,-48.24037,Description1679,9,76
1680,Place1680,-43.35785,58.45116,Description1680,5,76
1681,Place1681,33.24907,-63.03392,Description1681,5,76
1682,Place1682,36.51372,-76.76505,Description1682,10,76
1683,Place1683,-20.79485,-48.39131,Description1683,,76
1684,Place1684,20.02968,-43.6515,Description1684,5,76
1685,Place1685,-5.47265,46.59771,Description1685,9,76
1686,Place1686,-38.37782,118.69564,Description1686,9,76
1687,Place1687,-39.44537,68.51894,Description1687,9,76
1688,Place1688,-31.03375,-99.25689,Description1688,,76
1689,Place1689,-31.56519,-171.14105,Description1689,9,76
1690,Place1690,1.05988,72.99011,Description1690,5,77
1691,Place1691,4.65545,-54.22882,Description1691,,77
1692,Place1692,-5.23271,-79.9397,Description1692,10,77
1693,Place1693,18.37839,99.14547,Description1693,10,77
1694,Place1694,-22.28888,-79.90106,Description1694,10,77
1695,Place1695,21.61789,-93.11438,Description1695,5,77
1696,Place1696,-6.83633,95.84261,Description1696,6,77
1697,Place1697,-9.7372,20.58575,Description1697,10,77
1698,Place1698,-56.76821,-82.7856,Description1698,,77
1699,Place1699,-60.30121,0.14083,Description1699,6,77
1700,Place1700,12.18094,-80.33951,Description1700,10,77
1701,Place1701,22.43303,28.16969,Description1701,5,77
1702,Place1702,17.84106,-106.8644,Description1702,,77
1703,Place1703,46.01729,-122.66397,Description1703,6,77
1704,Place1704,36.04262,-73.20451,Description1704,5,77
1705,Place1705,61.96264,70.62932,Description1705,5,77
1706,Place1706,-59.07473,148.94485,Description1706,10,77
1707,Place1707,27.03399,28.2234,Description1707,6,77
1708,Place1708,-23.22592,-26.77367,Description1708,6,77
1709,Place1709,77.9023,-14.50086,Description1709,9,77
1710,Place1710,14.71392,29.40659,Description1710,5,77
1711,Place1711,-57.98708,-121.72493,Description1711,5,77
1712,Place1712,14.39153,164.08142,Description1712,10,77
1713,Place1713,-37.15997,-84.94838,Description1713,9,77
1714,Place1714,-37.20343,-84.3759,Description1714,10,77
1715,Place1715,24.84047,79.04305,Description1715,10,77
1716,Place1716,-15.86745,-100.64239,Description1716,,77
1717,Place1717,-16.00325,-100.355,Description1717,10,77
1718,Place1718,75.34957,171.68032,Description1718,9,77
1719,Place1719,13.38167,141.45812,Description1719,,77
1720,Place1720,-58.58955,56.91906,Description1720,9,77
1721,Place1721,23.43995,156.56529,Description1721,5,77
1722,Place1722,-21.47743,48.78482,Description1722,6,77
1723,Place1723,64.07957,-78.01556,Description1723,6,78
1724,Place1724,46.33452,135.00774,Description1724,5,78
1725,Place1725,-29.73077,124.13649,Description1725,5,78
1726,Place1726,46.82282,148.14602,Description1726,9,78
1727,Place1727,66.98936,-120.99044,Description1727,10,78
1728,Place1728,-55.65232,59.99082,Description1728,,78
1729,Place1729,39.51082,65.94637,Description1729,9,78
1730,Place1730,22.83783,-45.45379,Description1730,6,78
1731,Place1731,50.54441,83.4414,Description1731,5,78
1732,Place1732,-37.38152,-32.58788,Description1732,5,78
1733,Place1733,-3.53447,-45.51158,Description1733,,78
1734,Place1734,35.73563,174.36145,Description1734,,78
1735,Place1735,-16.03893,178.30869,Description1735,6,78
1736,Place1736,26.23813,-98.89492,Description1736,,78
1737,Place1737,-55.49299,-128.26413,Description1737,9,78
1738,Place1738,-79.4555,19.54691,Description1738,6,78
1739,Place1739,11.49821,170.02159,Description1739,6,78
1740,Place1740,-86.84108,171.75698,Description1740,10,78
1741,Place1741,-57.96727,90.22557,Description1741,5,78
1742,Place1742,-4.1389,91.52904,Description1742,6,78
1743,Place1743,-25.93557,121.6342,Description1743,,78
1744,Place1744,-21.3332,43.14169,Description1744,,78
1745,Place1745,21.91228,82.23445,Description1745,10,78
1746,Place1746,-44.29515,-123.18612,Description1746,9,78
1747,Place1747,-18.8523,73.00808,Description1747,5,78
1748,Place1748,-20.83354,-65.21383,Description1748,6,78
1749,Place1749,16.27808,172.17603,Description1749,10,78
1750,Place1750,64.65793,24.72976,Description1750,5,78
1751,Place1751,65.17325,-84.33967,Description1751,6,78
1752,Place1752,42.7318,111.04719,Description1752,,78
1753,Place1753,64.92881,4.70633,Description1753,6,78
1754,Place1754,8.22661,-47.11147,Description1754,9,78
1755,Place1755,27.47291,133.49299,Description1755,9,78
1756,Place1756,5.1809,139.47265,Description1756,6,78
1757,Place1757,-3.81317,70.94223,Description1757,5,78
1758,Place1758,-10.75799,-124.91817,Description1758,9,79
1759,Place1759,73.05007,133.60408,Description1759,5,79
1760,Place1760,47.71984,-41.47773,Description1760,,79
1761,Place1761,83.86809,-152.95266,Description1761,9,79
1762,Place1762,19.29662,131.84059,Description1762,10,79
1763,Place1763,12.15054,-160.08245,Description1763,,79
1764,Place1764,-18.2004,67.92619,Description1764,5,79
1765,Place1765,-63.23429,2.90092,Description1765,6,79
1766,Place1766,-1.37573,52.97617,Description1766,9,79
1767,Place1767,-38.99967,144.2226,Description1767,,79
1768,Place1768,80.17414,110.98041,Description1768,,79
1769,Place1769,-18.54981,159.12651,Description1769,6,79
1770,Place1770,-52.59751,-63.46217,Description1770,5,79
1771,Place1771,56.0042,-51.40439,Description1771,5,79
1772,Place1772,-14.43749,-29.48675,Description1772,,79
1773,Place1773,8.51435,-54.82516,Description1773,5,79
1774,Place1774,-50.39953,-23.49025,Description1774,9,79
1775,Place1775,40.83078,22.52466,Description1775,6,79
1776,Place1776,30.28364,-76.54261,Description1776,10,79
1777,Place1777,-55.75375,-11.22134,Description1777,6,79
1778,Place1778,24.99395,70.57231,Description1778,10,79
1779,Place1779,-10.75053,98.99728,Description1779,6,79
1780,Place1780,-15.81682,141.25644,Description1780,,79
1781,Place1781,60.91028,-162.15796,Description1781,10,79
1782,Place1782,2.17291,-26.66562,Description1782,6,79
1783,Place1783,8.27982,-56.8153,Description1783,,79
1784,Place1784,44.55967,-44.31123,Description1784,6,79
1785,Place1785,56.63738,-80.94487,Description1785,10,79
1786,Place1786,26.49124,24.61933,Description1786,9,79
1787,Place1787,-29.4739,-143.17698,Description1787,6,79
1788,Place1788,-27.28051,-104.52105,Description1788,6,79
1789,Place1789,-17.23969,-131.00269,Description1789,6,79
1790,Place1790,19.5908,-2.46409,Description1790,6,79
1791,Place1791,-28.06389,58.1405,Description1791,,79
1792,Place1792,-42.10082,104.21311,Description1792,,79
1793,Place1793,-23.78646,17.45727,Description1793,10,79
1794,Place1794,3.02335,-90.0864,Description1794,10,79
1795,Place1795,-24.58064,137.25721,Description1795,6,80
1796,Place1796,-25.84924,-155.59013,Description1796,,80
1797,Place1797,22.42436,17.80936,Description1797,6,80
1798,Place1798,-86.71574,-18.51308,Description1798,10,80
1799,Place1799,12.56727,13.09148,Description1799,6,80
1800,Place1800,-16.27202,124.90804,Description1800,5,80
1801,Place1801,-10.55931,-64.03294,Description1801,9,80
1802,Place1802,-53.92427,174.90916,Description1802,5,80
1803,Place1803,49.32485,-61.99073,Description1803,,80
1804,Place1804,12.76652,169.30536,Description1804,,80
1805,Place1805,8.97834,179.24812,Description1805,10,80
1806,Place1806,52.60156,34.65893,Description1806,9,80
1807,Place1807,-9.01313,-144.8856,Description1807,6,80
1808,Place1808,-16.03878,-155.35646,Description1808,5,80
1809,Place1809,5.16554,80.77298,Description1809,9,80
1810,Place1810,45.09903,-123.17078,Description1810,10,80
1811,Place1811,2.12454,-98.54832,Description1811,9,80
1812,Place1812,-12.09662,-20.29508,Description1812,6,80
1813,Place1813,-36.51228,158.54416,Description1813,5,80
1814,Place1814,-35.45801,28.98997,Description1814,10,80
1815,Place1815,-79.198,-83.20569,Description1815,5,80
1816,Place1816,-37.92433,99.41178,Description1816,10,81
1817,Place1817,28.54811,-94.33754,Description1817,5,81
1818,Place1818,34.60805,8.0827,Description1818,9,81
1819,Place1819,55.06232,51.04602,Description1819,10,81
1820,Place1820,17.39353,-97.1641,Description1820,6,82
1821,Place1821,64.81274,38.92741,Description1821,10,82
1822,Place1822,68.005,-176.0234,Description1822,6,82
1823,Place1823,32.6571,-139.52601,Description1823,,82
1824,Place1824,-24.31573,-61.70461,Description1824,5,82
1825,Place1825,-0.62602,-44.08673,Description1825,10,82
1826,Place1826,19.07718,10.56525,Description1826,9,82
1827,Place1827,-58.9155,-3.89115,Description1827,6,82
1828,Place1828,-56.26667,44.12564,Description1828,6,82
1829,Place1829,-14.42411,-123.61701,Description1829,9,82
1830,Place1830,-50.61514,-176.36473,Description1830,9,82
1831,Place1831,-69.59015,40.66161,Description1831,9,82
1832,Place1832,53.61356,-12.36646,Description1832,,82
1833,Place1833,60.2286,-107.88809,Description1833,5,82
1834,Place1834,56.55672,-175.95187,Description1834,5,82
1835,Place1835,12.91046,-137.49984,Description1835,5,82
1836,Place1836,-38.80162,52.91196,Description1836,10,82
1837,Place1837,58.02901,-32.4629,Description1837,6,82
1838,Place1838,70.59954,42.62597,Description1838,9,82
1839,Place1839,37.56355,-105.85647,Description1839,,82
1840,Place1840,-47.76408,75.03307,Description1840,5,82
1841,Place1841,13.46574,-161.38698,Description1841,,82
1842,Place1842,38.70656,-20.77866,Description1842,9,82
1843,Place1843,19.19067,86.40386,Description1843,10,82
1844,Place1844,-9.65657,14.50916,Description1844,6,82
1845,Place1845,64.21521,118.83209,Description1845,5,82
1846,Place1846,85.46147,82.23288,Description1846,10,82
1847,Place1847,34.01907,-52.77874,Description1847,9,82
1848,Place1848,-14.4497,-119.85265,Description1848,10,82
1849,Place1849,-37.62945,-66.33278,Description1849,,82
1850,Place1850,29.73137,-47.26708,Description1850,6,82
1851,Place1851,-27.70874,-151.50818,Description1851,,82
1852,Place1852,64.78423,-88.01317,Description1852,6,82
1853,Place1853,-18.80506,-83.74003,Description1853,,82
1854,Place1854,59.51516,-41.3222,Description1854,6,82
1855,Place1855,-7.41753,24.37029,Description1855,10,82
1856,Place1856,-27.0619,110.79072,Description1856,,82
1857,Place1857,47.29218,-130.79839,Description1857,9,82
1858,Place1858,56.16455,66.78912,Description1858,,82
1859,Place1859,-15.83906,10.86654,Description1859,9,82
1860,Place1860,31.05138,50.93233,Description1860,,82
1861,Place1861,70.89497,-131.50368,Description1861,10,82
1862,Place1862,11.21125,100.86422,Description1862,10,82
1863,Place1863,-57.87551,-139.70867,Description1863,9,82
1864,Place1864,18.47056,-114.8249,Description1864,6,82
1865,Place1865,60.61426,-135.13398,Description1865,9,83
1866,Place1866,25.5886,-12.00965,Description1866,5,83
1867,Place1867,-46.65148,76.46781,Description1867,9,83
1868,Place1868,6.59588,-72.93008,Description1868,6,83
1869,Place1869,23.09523,127.55929,Description1869,,83
1870,Place1870,-17.53769,-51.42087,Description1870,,83
1871,Place1871,-10.87771,103.95869,Description1871,9,83
1872,Place1872,65.88245,109.063,Description1872,6,83
1873,Place1873,15.80449,-106.17438,Description1873,5,83
1874,Place1874,17.18266,-17.7429,Description1874,9,83
1875,Place1875,4.21853,61.38894,Description1875,10,83
1876,Place1876,-28.46579,-7.67385,Description1876,6,83
1877,Place1877,78.00453,-46.08468,Description1877,10,83
1878,Place1878,4.64404,176.80319,Description1878,5,83
1879,Place1879,37.7737,158.32459,Description1879,,83
1880,Place1880,53.529,-153.86447,Description1880,10,83
1881,Place1881,56.63905,177.26596,Description1881,,83
1882,Place1882,63.54077,-55.37238,Description1882,9,83
1883,Place1883,44.31814,73.78441,Description1883,,83
1884,Place1884,21.9495,146.45586,Description1884,9,83
1885,Place1885,15.2597,9.57744,Description1885,6,84
1886,Place1886,-26.59198,160.02557,Description1886,6,84
1887,Place1887,36.21704,-139.97441,Description1887,5,84
1888,Place1888,-36.81882,-153.56838,Description1888,10,84
1889,Place1889,60.18406,-3.11293,Description1889,,84
1890,Place1890,-36.99541,120.85646,Description1890,,84
1891,Place1891,51.83267,140.84301,Description1891,5,84
1892,Place1892,-6.84993,-166.00477,Description1892,9,84
1893,Place1893,-34.13223,-39.51744,Description1893,6,84
1894,Place1894,2.81654,19.02596,Description1894,9,84
1895,Place1895,14.59695,117.52409,Description1895,6,84
1896,Place1896,-24.03987,140.73432,Description1896,9,84
1897,Place1897,-36.74037,139.12175,Description1897,10,84
1898,Place1898,42.19433,-164.28075,Description1898,,84
1899,Place1899,-66.24614,-10.38639,Description1899,,84
1900,Place1900,-20.08551,-57.35672,Description1900,,84
1901,Place1901,-9.80649,42.56474,Description1901,6,85
1902,Place1902,46.28433,-0.74159,Description1902,,85
1903,Place1903,-57.88557,-70.35149,Description1903,5,85
1904,Place1904,27.6229,-27.85963,Description1904,,85
1905,Place1905,48.32932,97.3327,Description1905,5,85
1906,Place1906,39.55444,-68.40842,Description1906,6,85
1907,Place1907,23.01026,-139.7431,Description1907,9,85
1908,Place1908,-28.69774,45.93273,Description1908,,85
1909,Place1909,-27.03915,34.29463,Description1909,6,85
1910,Place1910,29.36733,-78.73147,Description1910,6,85
1911,Place1911,6.15643,91.42288,Description1911,5,85
1912,Place1912,-26.82382,-75.82724,Description1912,10,85
1913,Place1913,-10.37615,-76.97156,Description1913,10,85
1914,Place1914,-41.44687,129.53221,Description1914,9,85
1915,Place1915,6.43421,-148.51294,Description1915,,85
1916,Place1916,31.21379,-173.49002,Description1916,5,85
1917,Place1917,-47.68544,77.10406,Description1917,9,85
1918,Place1918,-17.46936,-104.50987,Description1918,10,85
1919,Place1919,-42.62474,-163.56814,Description1919,,85
1920,Place1920,-71.33849,-95.43805,Description1920,5,85
1921,Place1921,-29.39315,114.71028,Description1921,6,85
1922,Place1922,-55.99214,18.45851,Description1922,6,85
1923,Place1923,-75.08622,-145.45615,Description1923,9,85
1924,Place1924,48.14808,10.77962,Description1924,6,85
1925,Place1925,-15.16964,-44.69407,Description1925,6,85
1926,Place1926,-71.84524,-21.10387,Description1926,5,85
1927,Place1927,-18.69227,148.81125,Description1927,,85
1928,Place1928,-77.78492,-136.2562,Description1928,5,85
1929,Place1929,15.98398,-85.72918,Description1929,9,85
1930,Place1930,-28.90435,7.71539,Description1930,9,85
1931,Place1931,7.43535,-176.03951,Description1931,,85
1932,Place1932,-64.24065,41.16371,Description1932,6,85
1933,Place1933,20.30099,25.75262,Description1933,,85
1934,Place1934,59.61236,-133.2441,Description1934,9,85
1935,Place1935,52.79801,-90.37446,Description1935,6,85
1936,Place1936,-57.00498,-114.87327,Description1936,6,85
1937,Place1937,26.40753,61.14012,Description1937,9,85
1938,Place1938,27.20182,-80.03928,Description1938,9,85
1939,Place1939,24.01336,48.64458,Description1939,10,85
1940,Place1940,24.92616,166.42117,Description1940,9,85
1941,Place1941,2.5162,-149.36854,Description1941,6,85
1942,Place1942,-18.60172,-56.45313,Description1942,,85
1943,Place1943,23.207,-82.50439,Description1943,,85
1944,Place1944,63.48215,-80.07759,Description1944,10,85
1945,Place1945,-19.72424,-93.39595,Description1945,,85
1946,Place1946,-8.15218,140.09416,Description1946,10,85
1947,Place1947,1.14645,94.84864,Description1947,6,86
1948,Place1948,-48.39577,80.31286,Description1948,9,86
1949,Place1949,-14.07361,-115.48164,Description1949,,86
1950,Place1950,-38.50777,-174.20456,Description1950,6,88
1951,Place1951,0.32054,148.07226,Description1951,6,88
1952,Place1952,39.15552,-85.9893,Description1952,9,88
1953,Place1953,-3.76657,50.57737,Description1953,10,88
1954,Place1954,-78.46949,-170.38357,Description1954,10,88
1955,Place1955,5.55815,-14.75745,Description1955,6,88
1956,Place1956,8.25946,35.37869,Description1956,9,88
1957,Place1957,-19.03574,-135.37532,Description1957,5,88
1958,Place1958,-44.34542,148.28965,Description1958,9,88
1959,Place1959,-5.268,-7.75791,Description1959,9,88
1960,Place1960,3.55519,-153.42172,Description1960,6,88
1961,Place1961,13.71445,-6.09194,Description1961,5,88
1962,Place1962,-70.73994,153.8094,Description1962,10,88
1963,Place1963,69.64387,34.7336,Description1963,,88
1964,Place1964,81.96741,-114.38059,Description1964,6,88
1965,Place1965,-77.68594,-170.97497,Description1965,9,88
1966,Place1966,15.62481,-96.6971,Description1966,5,88
1967,Place1967,-2.93351,91.94234,Description1967,9,88
1968,Place1968,1.73798,-26.207,Description1968,6,88
1969,Place1969,-13.1161,-62.42297,Description1969,,88
1970,Place1970,-72.30578,120.68101,Description1970,9,88
1971,Place1971,-28.938,113.88657,Description1971,5,88
1972,Place1972,76.28445,46.6211,Description1972,10,88
1973,Place1973,15.91109,21.99656,Description1973,5,88
1974,Place1974,44.81925,155.6115,Description1974,9,88
1975,Place1975,-56.19162,154.09616,Description1975,5,88
1976,Place1976,-11.93386,-155.18268,Description1976,5,88
1977,Place1977,56.89414,71.68428,Description1977,5,88
1978,Place1978,-5.63022,-6.74635,Description1978,5,88
1979,Place1979,53.35635,-142.99688,Description1979,10,88
1980,Place1980,9.05283,-8.43777,Description1980,,88
1981,Place1981,-35.75575,41.19985,Description1981,9,88
1982,Place1982,-32.1522,-148.26116,Description1982,9,88
1983,Place1983,-19.18988,52.56517,Description1983,10,88
1984,Place1984,5.10318,-97.09322,Description1984,9,88
1985,Place1985,38.07168,146.94251,Description1985,,88
1986,Place1986,-28.31988,113.4943,Description1986,6,88
1987,Place1987,-14.94557,-91.95965,Description1987,6,88
1988,Place1988,-37.00502,-105.51331,Description1988,5,88
1989,Place1989,30.32027,-108.67805,Description1989,10,88
1990,Place1990,-62.67763,-134.92475,Description1990,9,88
1991,Place1991,21.59051,-150.17965,Description1991,5,88
1992,Place1992,-15.53734,-129.89685,Description1992,5,88
1993,Place1993,21.69607,-80.26952,Description1993,10,88
1994,Place1994,25.22837,168.87187,Description1994,10,88
1995,Place1995,-27.12205,-60.48327,Description1995,6,88
1996,Place1996,17.76574,131.78332,Description1996,9,88
1997,Place1997,-4.86284,39.45477,Description1997,5,88
1998,Place1998,-65.59655,-128.88102,Description1998,5,88
1999,Place1999,27.34015,-43.28371,Description1999,10,88
2000,Place2000,-15.53329,-170.01142,Description2000,5,89
2001,Place2001,45.47619,-71.08707,Description2001,10,89
2002,Place2002,59.79556,108.63265,Description2002,5,89
2003,Place2003,7.39217,-76.05075,Description2003,6,89
2004,Place2004,62.38054,-28.91226,Description2004,6,89
2005,Place2005,24.13948,25.47469,Description2005,6,89
2006,Place2006,87.64506,96.65,Description2006,5,89
2007,Place2007,17.81802,-73.95044,Description2007,6,89
2008,Place2008,-19.99248,-124.99602,Description2008,10,89
2009,Place2009,-22.15849,123.05121,Description2009,6,89
2010,Place2010,0.47697,129.12231,Description2010,,89
2011,Place2011,-25.52394,-65.85543,Description2011,10,89
2012,Place2012,-46.84506,-82.39624,Description2012,9,90
2013,Place2013,-4.68868,94.82392,Description2013,9,90
2014,Place2014,26.88572,-122.27271,Description2014,,90
2015,Place2015,-10.56164,-24.65955,Description2015,5,90
2016,Place2016,23.69514,63.31894,Description2016,5,90
2017,Place2017,-55.03215,152.43003,Description2017,6,90
2018,Place2018,-1.58904,67.42757,Description2018,5,90
2019,Place2019,-36.82383,-126.94523,Description2019,6,90
2020,Place2020,37.15155,-13.18622,Description2020,6,90
2021,Place2021,-15.06121,97.00009,Description2021,10,90
2022,Place2022,-63.54677,83.91597,Description2022,,90
2023,Place2023,-26.724,-44.77762,Description2023,6,90
2024,Place2024,-39.97694,-175.12719,Description2024,9,90
2025,Place2025,2.97057,-43.83244,Description2025,,90
2026,Place2026,-25.1899,113.54091,Description2026,10,90
2027,Place2027,-16.95963,115.35548,Description2027,5,90
2028,Place2028,-15.50565,0.08394,Description2028,,90
2029,Place2029,55.07859,107.70881,Description2029,6,90
2030,Place2030,18.27219,-81.77494,Description2030,10,90
2031,Place2031,25.28928,-98.11855,Description2031,5,90
2032,Place2032,-18.36228,-36.05855,Description2032,10,90
2033,Place2033,-43.57507,-18.92325,Description2033,5,90
2034,Place2034,-39.20641,2.1309,Description2034,9,90
2035,Place2035,62.03665,-154.56752,Description2035,6,90
2036,Place2036,7.44388,-42.69925,Description2036,6,90
2037,Place2037,45.38436,66.81668,Description2037,9,90
2038,Place2038,-2.88164,32.18451,Description2038,10,90
2039,Place2039,53.83624,-85.07689,Description2039,,90
2040,Place2040,22.26811,155.06851,Description2040,5,90
2041,Place2041,54.21094,107.05801,Description2041,5,90
2042,Place2042,-44.07928,-38.61993,Description2042,6,90
2043,Place2043,-37.72064,-12.22876,Description2043,,90
2044,Place2044,4.35797,71.62488,Description2044,5,90
2045,Place2045,-10.3981,140.35273,Description2045,10,90
2046,Place2046,50.48912,172.16331,Description2046,,90
2047,Place2047,2.94482,153.57012,Description2047,5,90
2048,Place2048,47.88628,106.54489,Description2048,10,90
2049,Place2049,34.902,35.14933,Description2049,9,90
2050,Place2050,-20.12233,-95.50293,Description2050,,90
2051,Place2051,29.77194,-48.85155,Description2051,10,90
2052,Place2052,41.5699,-66.98202,Description2052,6,91
2053,Place2053,-35.5615,134.21093,Description2053,5,91
2054,Place2054,17.51413,50.27756,Description2054,,91
2055,Place2055,70.16523,30.78711,Description2055,5,91
2056,Place2056,76.15024,96.30722,Description2056,6,91
2057,Place2057,-59.18502,-147.21157,Description2057,10,91
2058,Place2058,-1.69678,144.0504,Description2058,6,91
2059,Place2059,-30.78674,-158.28384,Description2059,5,91
2060,Place2060,-49.82046,-95.57592,Description2060,9,91
2061,Place2061,-17.44946,-106.27416,Description2061,6,91
2062,Place2062,11.92886,58.40463,Description2062,10,91
2063,Place2063,-44.7885,-138.61136,Description2063,9,91
2064,Place2064,50.77414,-35.86077,Description2064,6,91
2065,Place2065,-87.55478,176.12617,Description2065,6,91
2066,Place2066,17.95333,117.47173,Description2066,,91
2067,Place2067,-10.25435,-30.35399,Description2067,5,91
2068,Place2068,16.52776,20.06182,Description2068,6,91
2069,Place2069,58.10273,6.99553,Description2069,6,91
2070,Place2070,21.03685,-98.26365,Description2070,,91
2071,Place2071,-43.11145,-35.93106,Description2071,,91
2072,Place2072,21.37206,-26.74558,Description2072,10,91
2073,Place2073,53.04204,78.71141,Description2073,5,91
2074,Place2074,49.88777,-48.96574,Description2074,10,91
2075,Place2075,64.11091,-172.19566,Description2075,,91
2076,Place2076,-5.30828,-31.80808,Description2076,5,91
2077,Place2077,11.3586,-130.44429,Description2077,6,91
2078,Place2078,45.76889,45.29648,Description2078,5,91
2079,Place2079,51.06592,1.68352,Description2079,10,91
2080,Place2080,29.18942,-49.83445,Description2080,10,91
2081,Place2081,3.18521,154.55634,Description2081,9,91
2082,Place2082,63.81603,-32.40807,Description2082,9,91
2083,Place2083,-0.49057,49.66683,Description2083,,91
2084,Place2084,-1.20878,-161.14395,Description2084,6,91
2085,Place2085,-65.43085,88.91232,Description2085,6,91
2086,Place2086,-3.52968,25.0096,Description2086,6,91
2087,Place2087,6.04238,94.28978,Description2087,10,91
2088,Place2088,-71.43286,75.66062,Description2088,9,91
2089,Place2089,-32.78643,156.98253,Description2089,10,91
2090,Place2090,40.69715,-123.88894,Description2090,6,91
2091,Place2091,-32.90613,-137.50294,Description2091,5,91
2092,Place2092,32.04755,5.81044,Description2092,9,91
2093,Place2093,0.81227,57.74674,Description2093,6,91
2094,Place2094,-12.367,-47.74773,Description2094,6,91
2095,Place2095,-9.51626,163.45495,Description2095,9,91
2096,Place2096,50.77118,173.28369,Description2096,9,91
2097,Place2097,-32.21645,1.95159,Description2097,9,91
2098,Place2098,47.19114,144.17901,Description2098,6,92
2099,Place2099,5.60911,-84.49792,Description2099,,92
2100,Place2100,-54.07038,-171.03736,Description2100,6,92
2101,Place2101,-61.35585,-49.18945,Description2101,5,92
2102,Place2102,-20.85896,41.00959,Description2102,,92
2103,Place2103,-12.61565,85.28841,Description2103,5,92
2104,Place2104,24.67771,110.81315,Description2104,,92
2105,Place2105,21.58606,-6.73348,Description2105,6,92
2106,Place2106,-4.54843,49.05299,Description2106,9,92
2107,Place2107,-13.27393,-16.84592,Description2107,,92
2108,Place2108,-6.69691,0.06567,Description2108,6,92
2109,Place2109,-11.38009,15.90836,Description2109,9,92
2110,Place2110,37.84254,-116.10857,Description2110,6,92
2111,Place2111,-12.03957,-142.82117,Description2111,,92
2112,Place2112,-43.93349,144.49021,Description2112,6,92
2113,Place2113,58.5347,-129.79333,Description2113,,92
2114,Place2114,20.46807,-49.81579,Description2114,6,92
2115,Place2115,-0.26605,61.01539,Description2115,10,92
